Time,Epoch,Fp1,FP2,F3,Fz,F4,T7,C3,Cz,C4,T8,P3,Pz,P4,PO7,PO8,Oz,Event Id,Event Date,Event Duration
0.463999998,14,-87.73172416,-68.49617048,-102.7320625,-122.56181,-142.5708182,-36.43111755,-33.9534929,-65.19500982,-43.59737904,-37.67945297,-28.97697452,-87.4784349,-52.0408258,-4.632919852,4.972960884,-21.33253003,,,
0.467999998,14,-75.71322016,-58.01470043,-88.76893115,-115.9377106,-137.9486307,-30.18582408,-27.36754787,-55.27517972,-33.67506277,-28.61365536,-18.80325996,-85.50362154,-39.2299044,5.666200905,3.505667502,-11.15836731,,,
0.471999998,14,-63.70959095,-47.40324866,-72.52931337,-108.658305,-130.3946121,-25.04219623,-21.42073922,-45.96151617,-23.71886286,-19.70525644,-7.658107118,-80.77572477,-25.66083274,17.6379144,2.242065861,1.72248301,,,
0.475999998,14,-53.9509888,-37.15459678,-56.29976776,-101.6344334,-121.4307383,-21.44385224,-17.1464296,-40.07953231,-15.17864706,-11.73161125,3.588903484,-74.21210268,-13.24371304,30.01358258,1.688888907,13.89754561,,,
0.479999998,15,-47.47014252,-27.30708768,-42.17499351,-96.00027411,-112.4453888,-18.43563802,-14.9743601,-38.89293764,-8.998976983,-4.882866783,14.48507712,-66.60444413,-2.997681792,41.81056646,2.079382939,22.90116451,,,
0.483999998,15,-43.31932664,-17.6276775,-31.30119181,-92.75742474,-104.162753,-13.91864701,-14.24006135,-41.08624103,-5.122118729,1.289138671,24.96133317,-58.24752141,5.15384633,52.44673268,3.278979874,28.04368202,,,
0.487999998,15,-39.03011751,-7.85040486,-23.74185036,-92.24155021,-96.67455708,-6.240575608,-13.47759415,-43.50601729,-2.571371853,7.462449946,34.90912338,-48.96206175,11.92646902,61.71746325,4.917135395,30.23605962,,,
0.491999998,15,-32.04364129,2.103365833,-18.66219283,-93.72620239,-89.6361284,4.266248931,-11.19013272,-43.06190793,-0.056161729,14.11665137,44.03882131,-38.38288753,18.08442167,70.03511772,6.658541281,31.33014028,,,
0.495999998,15,-21.26001673,11.95690627,-14.63169699,-95.56877387,-82.39315755,15.4194456,-6.422972237,-38.22356629,3.381183261,21.43594948,52.19733352,-26.19111583,24.16625255,78.58835996,8.418551122,33.45385582,,,
0.499999998,15,-7.703685993,21.07265354,-10.16162519,-95.938824,-74.2176014,24.71009957,1.048298561,-29.24262369,8.036851692,29.29515993,59.66101875,-12.18905144,30.48669362,88.84230175,10.36026816,38.41377762,,,
0.503999998,15,6.156524713,28.73285527,-4.480262453,-93.64992479,-64.7732397,30.55910388,10.41820486,-17.57114514,13.48876259,37.04820656,66.98363153,3.590871042,37.07433741,101.5496287,12.6377223,47.0864421,,,
0.507999998,15,17.87321473,34.56590742,1.871956595,-88.54342168,-54.50864849,32.66824321,19.3698486,-5.213330956,18.71041892,43.43925556,74.51024685,20.64792344,43.47269227,116.0606182,15.07074828,58.94011637,,,
0.511999998,16,26.11526946,38.62547305,7.205921857,-81.3537962,-44.60495477,31.9331657,24.51211153,5.882430209,22.43314404,47.04144532,81.92127777,37.83699448,48.71230353,130.3956581,17.09453149,72.03493483,,,
0.515999998,16,30.7785866,40.90988211,9.773629153,-73.32607084,-36.4691988,29.95169158,23.47246082,14.50554168,23.77996977,47.03609072,88.15620875,53.54615127,51.70465149,141.9398189,18.15572955,83.71271594,,,
0.519999998,16,32.58801622,40.98487,9.210399739,-65.62690084,-31.00031417,28.00039363,17.10067757,20.70900298,22.87807654,43.78319431,92.04839811,66.40496733,51.95650367,148.5597622,18.24652656,91.81779274,,,
0.523999998,16,32.855405,38.47493673,7.215502597,-58.55071387,-27.96336418,26.19628809,9.290561491,25.75236361,20.9062871,38.80187704,93.53362395,76.25526183,50.17854125,149.9426283,18.00089032,95.88507179,,,
0.527999998,16,33.23740995,33.99320577,6.644875214,-51.07980485,-25.95749123,23.75962552,4.255483534,31.26780105,19.31473973,34.17069184,94.40340217,84.55278953,48.25644677,148.3649143,18.2059767,97.48514571,,,
0.531999998,16,35.05606219,29.31452363,9.542179802,-41.33555335,-23.10445602,20.30565291,3.743495694,38.04923729,18.78841165,31.74074329,97.63497904,93.64982643,48.44768166,147.9120401,19.27614343,99.3365006,,,
0.535999998,16,38.54443309,26.54043094,15.84487635,-27.50557919,-17.85077336,16.93046047,6.429068741,45.48745641,18.95380748,32.59479718,105.6929835,105.5032102,52.3230782,152.3834038,21.25542996,103.816041,,,
0.539999998,16,42.86036697,27.15012983,23.84732565,-8.59946062,-9.391764619,15.76539554,9.539170787,52.38942029,19.06723373,36.78012379,119.0675025,120.7421785,60.06387532,163.3539228,24.22450805,111.9153061,,,
0.543999998,17,46.95655043,31.54619416,31.60175348,14.85506061,2.004378464,18.2673273,11.1212154,58.45822281,18.83302222,43.15298555,135.7881594,138.3783592,70.2656323,179.4774994,28.51554591,123.0090687,,,
0.547999998,17,50.37786716,38.94824928,37.81127238,40.20906551,14.64870881,24.02053352,11.12881509,64.7676911,18.48720165,49.55705691,151.9958319,156.0959621,80.24721394,197.048614,34.3824544,135.1338095,,,
0.551999998,17,53.20641852,47.5511592,41.92332092,63.19322249,25.74840922,31.00170976,10.67036583,72.67597385,18.2360541,53.65977051,163.5091916,171.2516907,86.986657,211.5393279,41.384182,145.5199855,,,
0.555999998,17,55.54875523,55.07760467,43.99052847,79.96583722,32.71914176,36.57150019,10.50464504,82.43478655,17.80070267,54.06717868,167.8173365,182.2982797,88.44142164,219.6397645,48.15549311,151.3305798,,,
0.559999998,17,57.43130738,59.52383219,44.51715548,89.21714075,34.54026934,38.50666874,10.3907867,92.86015874,16.58742796,50.86582868,165.1988294,189.5690561,84.45010279,220.6461686,52.99917561,150.5326794,,,
0.563999998,17,59.05081112,59.74520992,44.21576954,92.53851015,32.07653258,36.11091335,9.686628687,102.0366498,14.300914,45.30056062,158.1554522,194.7616543,76.64136516,216.212843,54.89626623,142.729545,,,
0.567999998,17,60.69647572,55.88008917,43.83157876,93.11488879,27.44921339,30.87564475,8.270877331,108.2356624,11.3546804,39.05561395,149.8468004,199.7941417,67.5833903,208.9463191,54.05098648,129.638179,,,
0.571999998,17,62.37078265,49.59999204,44.09306186,94.07673373,23.12539762,25.62705899,6.780257925,110.6204502,8.669340009,33.66899098,142.7676017,206.04276,59.7663489,201.1525461,51.62478226,114.7595496,,,
0.575999998,18,63.68224208,43.64405443,45.50295321,97.36267989,21.01086011,22.43585379,5.962791137,109.6801643,7.094057463,30.23007515,138.1317762,214.0467885,54.79612493,194.3027295,49.06932651,101.9875944,,,
0.579999998,18,64.10163276,40.33701023,47.95352052,103.2507407,21.73751677,21.24956608,5.830598239,107.1737022,6.961374901,29.25049251,135.8336153,223.3307249,52.99470008,188.9398466,47.50950823,93.6412076,,,
0.583999998,18,63.41401287,40.17397903,50.74074738,110.7285655,24.693664,20.62378347,5.649122682,105.437756,8.074941114,30.66671008,134.9912563,232.591685,53.59983183,184.8674529,47.354746,89.25766644,,,
0.587999998,18,62.29860899,42.02726535,53.33862127,118.6679392,29.00405116,19.60524441,5.07143466,106.4831555,10.15247117,34.09426622,134.9514758,240.6233575,55.55675797,181.7034166,48.299872,86.35817713,,,
0.591999998,18,62.49201133,44.77989989,56.26214332,126.9339267,34.57488175,18.68989724,5.270572083,111.4898991,13.40544711,39.25671111,136.0032094,247.34344,58.39393167,179.4873563,49.76034892,82.76303965,,,
0.595999998,18,65.94110967,48.52642998,60.93471577,136.3344708,42.07182118,19.16765247,8.534474918,120.7175488,18.65909752,46.17491899,139.0586778,253.7676553,62.46351361,178.7266573,51.40439,78.43286347,,,
0.599999998,18,73.56074876,54.26507232,68.51798902,147.5022706,51.97989555,22.10816293,16.43885988,133.4128047,26.75859786,54.91430817,144.6518756,260.9055154,68.41354024,179.8374614,53.33014107,75.30624184,,,
0.603999998,18,84.7535559,62.75512533,78.83391211,160.0094629,63.96674257,28.11201735,28.43652885,147.7037682,37.72792976,65.1819212,152.3738899,268.8321019,76.504897,182.6668566,55.76642613,75.64460376,,,
0.607999998,19,97.76013297,73.59914104,90.23519942,172.5645551,77.09051148,37.28697061,42.14846062,160.9676435,50.35766636,76.05170532,161.156174,276.7453157,86.29648718,186.5509215,58.59019368,80.47878373,,,
0.611999998,19,110.2053168,85.06151718,100.2875482,183.7962214,90.22907978,48.64309398,54.75334438,170.8594496,62.54573433,85.88274705,169.7400899,283.535276,96.66194298,190.6565344,61.15086015,89.08231595,,,
0.615999998,19,119.7767273,94.77896894,106.8455508,192.7914494,102.2510621,59.65122138,64.21064834,176.423156,72.26568047,92.64894421,176.8261091,288.2158472,106.0490414,194.3167498,62.64050411,99.42835457,,,
0.619999998,19,125.1548456,100.9835885,109.0995693,199.1670775,112.1417487,67.19841386,69.79718769,178.362025,78.54529697,94.79858349,181.1748914,290.1589526,113.0155499,197.2920029,62.64337454,109.2085605,,,
0.623999998,19,126.5709981,103.1747008,107.847084,202.7694983,119.1529097,69.42660045,72.00791881,178.0804199,81.6493339,92.06799739,181.8746841,289.0845848,116.7112076,199.641105,61.28532688,116.7843854,,,
0.627999998,19,125.3025702,101.6358229,104.6539181,203.1801271,122.7546138,66.6375948,72.02145968,176.3092758,82.42639964,85.54486281,178.4934417,284.6811492,116.8791749,201.03916,58.95850654,121.4904104,,,
0.631999998,19,122.5748773,96.66031127,100.8341746,199.5510559,122.5919053,60.71187762,71.20234765,172.7868554,81.7787619,77.16681332,171.0595803,276.3621219,113.6634024,200.3120159,56.08151374,123.3998291,,,
0.635999998,19,119.0093395,88.62129828,97.26916732,191.1465869,118.7795161,54.23614842,70.95287024,167.3155987,80.81083788,69.24301069,160.1775238,263.798753,107.7415442,195.9669229,53.06301737,123.0935944,,,
0.639999998,20,114.8518078,78.51775656,94.6538153,178.006492,112.1337108,50.01787849,72.49297496,160.6922032,80.88540241,63.88733633,147.1107397,247.699532,100.4326035,187.1164242,50.20920397,121.4292284,,,
0.643999998,20,110.1774678,67.75850753,93.27560319,160.9001034,103.7757233,50.2606201,76.18385282,154.2066902,82.85916031,62.08716917,133.338633,229.709236,93.14367665,173.7799094,47.50229904,119.0234568,,,
0.647999998,20,104.6397189,57.10511225,92.59747463,140.827143,94.48664773,55.16273875,80.97581471,148.4054941,86.216211,63.04368906,119.8418889,211.4817221,86.56521371,156.8740487,44.54234802,115.8741117,,,
0.651999998,20,97.28777949,46.00559533,91.42871832,118.9115249,84.59908306,62.22907576,84.75497467,142.5791465,89.20890591,64.61850646,106.9126451,193.9980135,80.55020748,138.5725132,40.8101631,111.7208549,,,
0.655999998,20,86.96975791,33.14899178,88.54379401,96.6406255,74.38579691,67.44092051,85.42984823,135.2347668,89.84443563,64.59180863,94.58523346,177.5464858,74.67672456,122.2187841,36.01699099,106.7103188,,,
0.659999998,20,73.06730623,17.76423635,83.08296864,75.68689932,64.28388313,67.58212502,81.96256804,124.8549787,86.7323377,61.67794647,83.00539137,161.8829551,68.6964443,110.7189898,30.24834149,101.4441753,,,
0.663999998,20,55.99257951,0.663339431,74.64750049,57.22231167,54.68385303,61.86633824,74.76799991,110.5089261,79.44312228,55.78648473,72.34832127,146.3170679,62.52141648,104.5026591,23.89235506,96.40544025,,,
0.667999998,20,37.2435256,-15.60170487,63.41014859,41.44627413,45.56885829,51.85193914,65.37681204,92.27613391,68.66810163,47.76216998,62.56866471,129.9614002,56.07226268,101.2028859,17.54039821,91.51112741,,,
0.671999998,21,19.13895729,-27.72952697,50.23417886,27.75632985,36.39194144,40.18612684,55.62277437,71.36206385,56.15408954,38.88889535,53.33492947,112.1665831,49.24954893,97.27637965,11.92888192,86.13473199,,,
0.675999998,21,4.267190028,-33.53675363,36.54074509,15.33767059,26.44868765,29.29631725,46.83221827,49.73087782,44.12720671,30.32518068,44.21024771,92.84433426,42.01218109,89.96194402,7.767823051,79.41619975,,,
0.679999998,21,-5.42164908,-33.36190829,23.90814175,3.815442394,15.65247562,20.72376463,39.45562228,29.37648413,34.40964038,22.75720404,34.98226127,72.54440644,34.53248031,78.53328036,5.386072307,70.7441468,,,
0.683999998,21,-9.620617704,-29.63429559,13.61355334,-6.400682544,5.073031676,15.096235,33.25355676,11.65812824,27.81009758,16.43467986,25.88907749,52.30072875,27.28885003,64.69780222,4.486645121,60.27341435,,,
0.687999998,21,-10.06696815,-25.16204607,6.263667825,-14.48901704,-3.438184493,12.25176784,27.78045915,-2.942329005,24.0744223,11.36642292,17.41934903,33.15314679,20.81064491,51.72918607,4.326328822,49.01110839,,,
0.691999998,21,-9.765062133,-21.87430856,1.680983916,-20.10275695,-8.356475373,11.27005699,22.85688405,-14.61218749,22.3196764,7.475519944,9.796949111,15.49191496,15.20320111,42.32962609,4.143902482,38.21374201,,,
0.695999998,21,-11.2330435,-20.36639666,-0.715754209,-23.75339933,-9.328928539,10.8130308,18.92041002,-23.74857931,21.77136686,4.863041269,2.790263263,-1.108318343,10.13859283,36.8559619,3.40747757,28.66209861,,,
0.699999998,21,-14.88222114,-19.51431969,-1.226712462,-26.16175475,-7.082860306,10.03505507,17.11830733,-30.52126178,22.40091445,4.092005739,-3.844089737,-17.18155169,5.533367589,33.62443858,1.809365738,20.57018508,,,
0.703999998,22,-18.83817562,-16.65077612,0.358648909,-27.53454872,-2.803297661,9.454216045,18.7781433,-34.74743493,24.85230165,5.807285375,-9.929613868,-32.54386438,2.018791052,30.64856572,-0.74219964,13.95502554,,,
0.707999998,22,-20.4146592,-9.290007586,4.150941467,-27.91862937,2.223827505,10.83459913,24.26028807,-36.19768214,29.56925727,9.597291483,-15.19800389,-46.44036398,0.379638421,26.69198742,-4.066030946,8.662978016,,,
0.711999998,22,-17.98027493,2.768175728,9.428823186,-28.1210509,6.644441161,15.88276989,32.22632339,-35.03812123,36.02119177,13.55034046,-19.95871956,-58.48471408,0.614931074,21.00847314,-7.756567626,4.036279963,,,
0.715999998,22,-11.82810548,17.28535442,14.74937401,-29.68158412,9.291437689,24.79344608,40.42237427,-31.93410948,42.92682515,15.65880227,-25.03643469,-69.11602516,1.907044292,13.02910454,-11.38535596,-0.933711026,,,
0.719999997,22,-3.823184427,31.37490064,18.79103876,-33.68625436,9.718190447,35.93183174,47.33373906,-27.78024575,49.11208189,15.65281182,-30.97630792,-79.10906293,3.456787005,2.808998817,-14.69091186,-6.82948758,,,
0.723999997,22,3.585832134,43.06570902,20.99658983,-39.76408156,8.442987475,46.69218378,52.86778876,-23.46340345,53.96856676,15.03239726,-37.57522928,-88.97758036,5.006728605,-8.479854328,-17.63241089,-13.35923047,,,
0.727999998,22,8.539398216,51.59492712,21.53749852,-46.22291195,6.630504965,54.61146175,57.58954621,-19.83829211,57.32969917,15.57667082,-44.14529678,-98.87071066,6.63575321,-18.90488586,-20.33611884,-19.74499315,,,
0.731999998,22,10.77214611,57.15136058,20.84773811,-51.02198751,5.493780644,58.26929687,61.78252797,-17.73169621,59.30350661,18.23366146,-49.93201858,-108.6587927,8.437565489,-26.83808859,-22.99460073,-25.32819074,,,
0.735999998,23,11.77541113,60.56882935,19.13928174,-52.82117774,5.773675895,57.89591528,65.22804216,-17.85353649,60.20384978,22.91321775,-54.30805941,-117.9161884,10.44193762,-31.83491366,-25.74809059,-29.73145967,,,
0.739999997,23,13.70212497,62.81296764,16.30741784,-51.49938301,7.525991195,55.25069397,67.44819766,-20.56891299,60.40757635,28.59494916,-56.88328697,-125.9323104,12.61408988,-34.66377871,-28.60180101,-32.6799652,,,
0.743999997,23,17.72589762,64.44507489,12.44627381,-47.89621751,10.27539168,52.58561852,68.0969621,-25.49883895,60.25290917,33.78068686,-57.64036389,-131.9063486,14.86568745,-36.67215687,-31.43135014,-33.97307146,,,
0.747999997,23,23.17995611,65.53161902,8.518344625,-43.11085983,13.3522096,51.47015581,67.42165775,-31.28739467,60.09758819,37.41722457,-57.01062437,-135.3256466,17.12979431,-39.10066988,-34.05522873,-33.81945236,,,
0.751999997,23,28.08622158,66.02193393,6.2881678,-37.9727978,16.20231736,52.32732817,66.38540617,-36.09413103,60.30543872,39.5717117,-55.75580008,-136.3638814,19.39148602,-42.6097241,-36.312982,-33.20260376,,,
0.755999997,23,30.5454552,66.11606494,7.241803736,-32.99072943,18.57114437,54.56305404,66.02238227,-38.73394529,60.96406256,41.09366035,-54.66628241,-136.0144314,21.5302215,-47.07068973,-38.10871306,-33.69387119,,,
0.759999997,23,29.94337322,66.20694402,11.34606534,-28.60345966,20.4750819,56.77531725,66.47689671,-39.53977884,61.57967808,42.54821947,-54.30615361,-135.7965229,23.10051634,-51.80336645,-39.4086336,-36.53994302,,,
0.763999997,23,27.24419285,66.55376176,16.89336635,-25.26135156,22.03342332,57.16819839,66.81908947,-40.07247948,61.24042703,43.62372146,-54.8862827,-137.1011707,23.47000711,-56.10046303,-40.21100675,-41.61188009,,,
0.767999997,24,24.39307482,67.17479615,21.71500109,-23.08698274,23.39703114,54.521031,65.95715583,-41.81904709,59.33122298,43.76855058,-56.10400707,-140.4545698,22.4628796,-59.46664117,-40.54307047,-47.12778713,,,
0.771999997,24,23.29493526,67.97432491,24.60277434,-21.59398856,24.70468393,49.15295839,63.58954603,-45.05806462,56.10038401,43.16890449,-57.13353349,-145.2475394,20.82319969,-61.50196791,-40.53573182,-50.56011542,,,
0.775999997,24,24.79057077,68.62918819,25.57113414,-20.13932619,25.78180285,42.74179884,60.08666487,-48.95372123,52.33253499,42.59981423,-57.20635918,-150.3625531,19.6566173,-61.98758283,-40.50216985,-50.23694339,,,
0.779999997,24,28.09858828,68.22192872,25.00439333,-18.80119395,25.84033647,36.930116,55.64988593,-52.59207765,48.47336444,42.37305749,-56.46358241,-155.2539844,19.22579403,-61.28512949,-40.8259554,-46.56702454,,,
0.783999997,24,31.22697231,65.32105921,22.97834439,-18.54351203,23.83378348,32.1283699,50.00628905,-55.71505342,44.28651305,41.94472305,-56.06154835,-160.3785132,18.48788576,-60.42770614,-41.6564832,-41.98378981,,,
0.787999997,24,32.15993264,58.88967451,19.51275897,-20.27675571,19.37668347,27.67182853,42.99167993,-58.57744361,39.3062518,40.52561086,-57.25169726,-166.5425004,15.93163889,-60.57028717,-42.75029542,-39.5769193,,,
0.791999997,24,29.85744209,49.32544084,15.14575973,-23.78496674,13.26568379,22.89844944,35.14315311,-61.48768467,33.30853122,37.6129125,-60.3390709,-173.9236352,10.78274772,-62.27327678,-43.69047662,-41.33000662,,,
0.795999997,24,24.55326529,38.51903801,11.00761145,-27.56793909,7.055595119,17.98355749,27.63280359,-64.559551,26.37529887,33.09516177,-64.35801125,-181.6634539,3.581005798,-65.17371443,-44.22966111,-47.06824645,,,
0.799999997,25,17.7377119,28.68253067,8.387614615,-29.61418006,2.195586883,13.91514885,21.7703763,-67.59620299,18.93973068,27.47395905,-67.48381995,-188.1938609,-3.971030873,-68.11397257,-44.36915198,-54.62346733,,,
0.803999997,25,11.92977758,20.95250672,8.097448488,-28.50825804,-0.587753088,11.6465696,18.39567748,-70.1169893,11.91379453,21.96341282,-67.94255652,-192.0454603,-9.714050648,-69.63218243,-44.16609158,-61.04637449,,,
0.807999997,25,9.618911513,14.97257978,9.778164887,-24.34616722,-1.535085293,11.0139957,17.23705355,-71.76627059,6.36069264,17.74665238,-65.15910748,-192.804546,-12.17433175,-68.76591517,-43.57575563,-64.223985,,,
0.811999997,25,11.46401536,9.536510004,11.6016167,-18.97579213,-1.826367317,10.41560077,16.60268899,-72.8843245,2.620047796,14.82479849,-60.44868238,-191.6338271,-11.57262083,-65.81775037,-42.53350903,-63.98761025,,,
0.815999997,25,15.29584205,3.3905277,10.96605738,-15.22464612,-3.214300433,7.638360841,13.92772197,-74.62106116,-0.288512527,11.72876842,-56.50550568,-190.7970972,-9.885093577,-62.43171916,-41.16734013,-62.05077326,,,
0.819999997,25,17.26315034,-4.367768847,5.966204733,-15.39643714,-7.286729341,1.0617557,7.105613645,-78.35144546,-4.2338965,6.534207988,-55.83421081,-192.3249655,-9.793905231,-60.70474986,-39.86410468,-60.87779475,,,
0.823999997,25,14.44670899,-14.0418203,-3.380949599,-19.8768626,-14.58569228,-9.531864324,-4.172665287,-84.76656422,-10.76410452,-1.639925338,-59.12328826,-196.6567963,-13.18041986,-61.83282889,-39.04806774,-62.1943693,,,
0.827999997,25,6.863981737,-25.02149695,-14.9371929,-26.68361004,-24.04892039,-22.51614001,-17.99475037,-93.25056869,-20.08712332,-11.83880325,-64.60800857,-202.1672075,-20.07743169,-65.22567544,-38.82697392,-65.99284356,,,
0.831999997,26,-2.591885679,-35.78039832,-25.35818391,-32.38922977,-33.29289146,-34.53110739,-31.14400293,-101.9839666,-30.98378348,-21.7852289,-68.96449392,-206.0048937,-28.74700467,-68.81339123,-38.81233437,-70.65594843,,,
0.835999997,26,-10.12514202,-44.56459583,-31.70047272,-34.09378625,-39.82432735,-41.90197274,-40.85147322,-108.7667584,-41.57495698,-29.28509813,-69.35746044,-205.8172157,-36.83846972,-70.44672885,-38.28243801,-74.14565056,,,
